PDF name,Passage number,Reading Passage,Directions,Passage title (if any),Question number,Questions,Cognitive reasoning category,Item type,Item_type (multiple_choice or written_response),Choice_1,Choice_2,Choice_3,Choice_4,Text_in_box_in_passage,Text_in_box_in_question,Text_in_box_in_option,Correct answer,Percent students answering correctly,Percent of students selecting_choice 1,Percent of students selecting_choice 2,Percent of students selecting_choice 3,Percent of students selecting_choice 4,Standard,DOK,Word count (passage),Lexile (passage),Flesch-Kincaid (passage),Does the passage have any images? (Yes/No),"Do the questions have any images or refer to an image, table, or other illustration? (Yes/ No)",Do the options/ choices have any images? (Yes/No),Footnote to passage (write text in footnote),Copyright information,Other instructions,Other information
2019staargr3readingtest2,1,,,,2,2. How is paragraph 27 important to the story's plot?,,,multiple_choice,F It provides details about Frank's problem.,G It describes the setting.,H It gives clues about Frank's feelings.,J It shows how the problem is solved.,,,,F,,81*,8,6,5,3.8(A) F,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,1,,,,3,"3. Read this sentence from paragraph 32.
 ""He would no-way no-how be taking home a ribbon.""
 This sentence helps the reader know that Frank feels —",,,multiple_choice,A afraid,B confused,C tired,D hopeless,,He would no-way no-how be taking home a ribbon.,,D,,13,17,2,69*,3.8(B) D,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,1,,,,4,4. Which word is an antonym of <u>fancy<u> in paragraph 16?,,,multiple_choice,F Sour,G Plain,H Small,J Quick,,,,G,,9,72*,5,13,3.4(C) G,,,,,Yes,No,No,,,,Supporting
2019staargr3readingtest2,1,,,,5,"5. In paragraph 24, what is the most likely reason Frank hides his waffle?",,,multiple_choice,A He does not want other kids to touch his waffle.,B He feels embarrassed about how his waffle looks.,C He does not want anyone to take his waffle.,D He hopes to surprise everyone when he presents his waffle.,,,,D,,4,18,5,73*,3.8 Fig. 19(D) D,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,1,,,,6,6. Why is Frank surprised when he sees the blue ribbon on his waffle?,,,multiple_choice,F He forgets to follow the rules of the contest.,G He thinks his waffle looks too bad to earn a ribbon.,H He believes that Mr. Todd needs more time to pick the winners.,J He has never received a ribbon from Mr. Todd before.,,,,G,,2,65*,3,29,3.8 Fig. 19(D) G,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,1,,,,7,7. What do paragraphs 13 through 15 show about Frank's classmates?,,,multiple_choice,A They wish they knew more about Frank.,B They do not think that Frank will win the contest.,C They wish that Frank would stop talking about waffles.,D They want to keep Frank from entering the contest.,,,,B,,7,77*,8,8,3.8(B) B,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,1,,,,8,8. How does Frank feel at the beginning of the story?,,,multiple_choice,F He is excited about the contest.,G He is amused by his friends.,H He is confused about the rules of the contest.,J He is concerned about what type of waffle to make.,,,,F,,85*,4,3,7,3.8(B) F,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,1,,,,9,9. Why does Frank become upset about the waffle contest?,,,multiple_choice,A He realizes that parents will make the waffles.,B He hears his classmates share ideas for their waffles.,C His waffle display begins to fall apart.,D His waffle idea has been kept secret for too long.,,,,C,,10,10,73*,7,3.8(A) C,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,2,"""1. Have you ever read a Little Golden Book? Chances are good that you have. They are some of the most famous children's books in the United States. Little Golden Books can be found in many stores and libraries. They have made reading easier and more enjoyable for millions of young readers.

*A Great Start*

2. At one time children's books cost too much for many families. Most books for children were made out of fancy paper. Almost all books for children were fairy tales or nursery rhymes. However, in 1942 a group of people who print books, called publishers, had a great idea. What if they could print children's books that cost less money? Instead of selling the books in expensive bookstores, the books could be sold at department stores. The books could be fairy tales, or about regular people or other interesting topics. The books would be so enjoyable that children would be encouraged to love reading.

*Little Books for All*

3. It did not take long for Little Golden Books to become a big hit. In the first year, more than
1.5 million books were sold. Until then, many children's books cost $1.50. That was a lot of money so long ago. But Little Golden Books cost only 25 cents. More people could afford the books.

4. Soon Little Golden Books could be found in grocery stores. The books were easy for buyers to find because they had their own unique look. They all had golden foil on the spine of the book.

*Stories to Read and Enjoy*

5. At first only twelve different titles of Little Golden Books were printed. One of these twelve was called _The Poky Little Puppy._ It is still in print today. More than 15 million copies of this title have been sold, which is more copies than any other children's picture book. Used by permission of Penguin Random House LLC. All rights reserved. Used by permission of Penguin Random House LLC. All rights reserved. 

6. Soon more titles were added. The book _Two Little Miners_ taught children about a job. The book _Here Comes the Parade_ told all about the big Macy's Thanksgiving Day Parade that happens every year in New York City. _Doctor Dan The Bandage Man_ gave readers some tips for how to stay safe and healthy. The book also came with a sample of bandages. The Poky Little Puppy written by Janette Sebring Lowery, illustrated by Gustaf Terggren; and Doctor Dan The Bandage Man written by Jacqueline Woodson, illustrated by Corinne Malvern. Used by permission of Penguin Random House LLC. All rights reserved.

7. Some of the books were also sold with records. Children could play the records on a record player and hear the book being read out loud. Children could follow along in the book as they listened to the words. Now even young children could enjoy books before they knew how to read on their own.

*Reading, Carrying, Collecting*

8. Many features of Little Golden Books have made them special. Their illustrations are very detailed and colorful. The stories are short so that they are easy for young children to read. Their light weight makes them easy to carry.

9. Another unique feature is found on the inside of the book cover. There, readers Used by permission of Penguin Random House LLC. All rights reserved. will see the words ""This Little Golden Book belongs to _________."" In the blank space a child can write his or her name. This feature helps the child feel connected to his or her book. It is not unusual for readers to keep their books until they become adults. They sometimes give their <u>collection<u> of books to children they know.

10. The books are still popular today with children, families, and schools across the country. It is not surprising that more than two billion Little Golden Books have been printed. The next time you are in the library at your school or in your town, see if you can find some Little Golden Books. They still have the golden foil on their spines, just as they did in 1942.""",*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.*,"*Little Books, Big Hit*",10,1. What is one reason that many Little Golden Books have been sold?,,,multiple_choice,F They cost less money than many other books.,G They are available at libraries.,H They have more illustrations than most books.,J They include nursery rhymes.,From the spines you can tell that these are Little Golden Books.; The Poky Little Puppy and Doctor Dan The Bandage Man The; There is a special place inside each Little Golden Book where children can write their names.,,,F,,81*,7,6,6,3.13(C) F,,,,,Yes,No,No,,"Used by permission of P enguin Random House LLC. All rights reserved.; The Poky Little Puppy written by Janette Sebring Lowery,illustrated by Gustaf Terggren; and Doctor Dan The BandageMan written by Jacqueline Woodson, illustrated by CorinneMalvern. Used by permission of Penguin Random House LLC.All rights reserved.; Third party trademarks Little Golden Books® and Macy's Thanksgiving Day Parade® were used in these testing materials.",,Readiness
2019staargr3readingtest2,2,,,,11,2. What is the meaning of the word <u>collection<u> as it is used in paragraph 9?,,,multiple_choice,A Items that are put out for others to see,B A group of similar items that are saved,C Money gathered for an important purpose,D An old object that has special meaning,,,,B,,13,71*,7,9,3.4(B) B,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,2,,,,12,3. What is the most likely reason the author ends the selection with the ideas in paragraph 10?,,,multiple_choice,F To show the reader what a Little Golden Book looks like,G To tell why Little Golden Books are still sold today,H To point out how long Little Golden Books have been in print,J To tell the reader that Little Golden Books can still be found today,,,,J,,9,17,13,61*,3.12 Fig. 19(D),,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,2,,,,13,"4. According to the selection, how did publishers make Little Golden Books easy for shoppers to find?",,,multiple_choice,A They offered many different stories.,B They included small gifts with the books.,C They printed each book with the same spine.,D They provided a place for the owner's name.,,,,C,,21,6,63*,10,3.13(A) C,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,2,,,,14,"5. The section titled ""Stories to Read and Enjoy"" is mostly about —",,,multiple_choice,F the topics of some Little Golden Books and what some books came with,G the most popular Little Golden Books and how to listen to them,H the number of Little Golden Books printed and which ones are still available,J a Little Golden Book that is still printed today and why it is so popular,,,,F,,32*,19,20,29,3.13(A) F,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,2,,,,15,"6. What does the title of the selection ""Little Books, Big Hit"" suggest about Little Golden Books?",,,multiple_choice,A The books have illustrations.,B The books are well liked.,C The books are very old.,D The books tell unusual stories.,,,,B,,11,67*,13,9,3.13 Fig. 19(D),,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,2,,,,16,7. The author wrote this selection most likely to —,,,multiple_choice,F tell the reader where children's books can be found,G entertain the reader with some old children's stories,H explain to the reader the history of one type of children's book,J show the reader what to include in children's stories,,,,H,,11,19,61*,9,3.12 Fig. 19(D),,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,2,,,,17,8. Which of these Little Golden Books was published first?,,,multiple_choice,A _Two Little Miners_,B _The Poky Little Puppy_,C _Here Comes the Parade_,D _Doctor Dan The Bandage Man_,,,,B,,10,80*,4,6,3.13(A) B,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,3,"""1. After working for several years, Bessie Coleman <u>boarded<u> a ship to France. In a field not far from Paris, she approached a hangar where a man was writing in a book. She said, ""I came for flying lessons.""

2. The man looked up from the rows of numbers, but he didn't speak.

3. ""I want to learn to fly,"" Bessie said.

4. ""Are you from England or America?"" the man asked.

5. ""America,"" she said.

6. ""You've come all this way for lessons?""

7. ""Yes,"" Bessie said.

8. ""Very good. Tomorrow at nine o'clock. Is that a good time?""

9. Bessie thought she could never be happier. But she was, the next day, in the sky.

10. There she watched her instructor carefully. She copied what he did to move the plane up or down.

11. Finally, it was time to solo.^1 As she sat in the open cockpit, she was afraid, but she let fear be a companion. The wind whistled over her head and carried away the sound of her laughter.

12. Courage was like a muscle that got stronger as she used it. Bessie enjoyed perfecting her skills while traveling around Europe. After a year of flying, she returned home with a license. She could fly anywhere on Earth. But could she make a living as a pilot?

13. Once Bessie's ship had docked, late in the summer of 1922, Robert Abbott^2 called some friends, who arranged for her to appear at a parade honoring veterans. People cheered as the soldiers marched to a field. And a band raised trombones and beat drums while Bessie Coleman strode toward a plane. She wore a belt around her slender waist, with a strap crossing her chest. Her dark eyes shone beneath the goggles she'd pushed to the top of her head.

14. When she stepped into the cockpit, the band played ""The Star-Spangled Banner."" Bessie flew over and around the field, climbing, diving, turning the plane in circles, then in figure eights. She made loops, as if she were dragging invisible banners through the sky. She never wanted to come down.

15. The next day, newspapers raved about the show. Word of Bessie's nerve and skill spread. Soon she was invited to perform at fields, then at bigger airstrips, in towns and later in cities. Tickets sold quickly.

16. Bessie earned enough money to buy her own plane. She crossed the country to California, then flew back to Chicago and finally to Waxahachie, Texas, the town where she'd grown up.
2Robert Abbott was a newspaper publisher who supported Bessie's interest in being a pilot.

17. There a crowd gathered to watch her pilot her airplane toward the clouds. She stopped the plane in midair, turned it around, and sped toward the ground. Spectators ducked as she came close enough to blow off their hats. Then Bessie steered the plane back up.

18. A few minutes later, Bessie landed smoothly. She took off her helmet, goggles, and gloves. People cheered.

19. Girls and boys asked for autographs. ""You can do this, too,"" Bessie told them, and a new dream rose within her. She wanted to open the sky to others, to make a place where people heard ""Try"" and ""Go on,"" instead of ""Stop"" or ""Turn back."" Bessie Coleman wanted to make the earth feel as free and splendid as the sky. She vowed to save her money to start a school for pilots.

20. ""Do it again,"" a girl begged.

21. Bessie grinned as she climbed back into the cockpit. Oh yes, she would.""","*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.* 
_Bessie Coleman was born on January 26, 1892, in Waxahachie, Texas. As a young adult, she read stories about World War I pilots and decided that she wanted to learn to fly. Flying schools in the United States did not enroll African American female students, so Bessie learned French and moved to France to achieve her goal. In 1922 Bessie Coleman made the first public flight by an African American woman in America._","*Brave Bessie Coleman*
_by Jeannine Atkins_",18,1. The author includes paragraphs 11 and 12 most likely to show that Bessie —,,,multiple_choice,F was not sure where she wanted to fly,G was not very serious about her flying lessons,H did not think she was ready to fly without her instructor,J did not let her fear keep her from flying,,,,J,,8,7,10,76*,3.9 Fig. 19(D),,,,,Yes,No,No,1^To solo is to fly a plane alone; 2^Robert Abbott was a newspaper publisher who supported Bessie's interest in being a pilot.,Used with permission.,,Supporting
2019staargr3readingtest2,3,,,,19,2. Which sentence best helps the reader imagine Bessie's creative way of flying at air shows?,,,multiple_choice,"A _She made loops, as if she were dragging invisible banners through the sky._ (paragraph 14)",B _She never wanted to come down._ (paragraph 14),C _There a crowd gathered to watch her pilot her airplane toward the clouds._ (paragraph 17),D _Then Bessie steered the plane back up._ (paragraph 17),,,,A,,70*,10,14,6,3.10(A) A,,,,,Yes,No,No,,,,Supporting
2019staargr3readingtest2,3,,,,20,3. Based on paragraph 14 and paragraph 17‚ what can the reader tell about Bessie?,,,multiple_choice,F She sometimes had trouble controlling her plane.,G She liked to have music playing when she was flying.,H She wanted to make her air shows exciting for viewers.,J She worried that people would think she was confused.,,,,H,,13,8,72*,6,3.9 Fig. 19(D),,,,,Yes,No,No,,,,Supporting
2019staargr3readingtest2,3,,,,21,4. What did Bessie have to do before she could learn to fly a plane?,,,multiple_choice,A Move to France,B Buy an airplane,C Return to Texas,D Receive a license,,,,A,,45*,10,6,39,3.2(B) A,,,,,Yes,No,No,,,,Supporting
2019staargr3readingtest2,3,,,,22,5. What did Bessie want to do after she became a successful pilot?,,,multiple_choice,F Open her own school for pilots,G Meet other female pilots,H Learn another language,J Attend more events for veterans,,,,F,,63*,10,5,21,3.2(B) F,,,,,Yes,No,No,,,,Supporting
2019staargr3readingtest2,3,,,,23,6. Which statement describes a main theme of the selection?,,,multiple_choice,A Trying something new can be fun.,B Hard work and determination can lead to great success.,C It usually takes a long time to develop a new skill.,D Sharing ideas and information with others can be helpful.,,,,B,,18,65*,11,6,3.5 Fig. 19(D),,,,,Yes,No,No,,,,Supporting
2019staargr3readingtest2,3,,,,24,7. What is the most likely reason the man in France agreed to give Bessie flying lessons?,,,multiple_choice,F He was impressed that she had come such a long way to learn to be a pilot.,G He hoped that she could help him with his work at the hangar.,H He knew that she had read many books about becoming a pilot.,J He thought that she might be able to help him learn English in return.,,,,F,,80*,6,8,6,3.9 Fig. 19(D),,,,,Yes,No,No,,,,Supporting
2019staargr3readingtest2,3,,,,25,8. What does the word <u>boarded<u> mean in paragraph 1?,,,multiple_choice,A Went onto,B Thought about,C Watched closely,D Tried to stop,,,,A,,79*,6,6,9,3.4(B) A,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,4,"""1. Ask anyone who has been to the Texas State Fair in Dallas, Texas, to tell you what it's like. You might hear stories of the exciting rides, tasty food, and interesting farm animals. One thing you will definitely hear about is Big Tex. He is the giant cowboy who greets people at the front gate. His huge arm waves at visitors as he welcomes them with a cheerful ""Howdy!""

*Big Tex in the Beginning*

2. Since 1952, children and grown-ups have enjoyed seeing Big Tex. In 1951, the state fair president bought Big Tex. He thought it would be nice to have a big cowboy as a symbol of Texas at the fair. So Big Tex was placed at the entrance.

3. The giant cowboy was made out of metal, paper, cardboard, and glue. He stood 52 feet tall. He wore colorful clothing, a huge cowboy hat, and a giant pair of cowboy boots. Thick wires attached to Big Tex's body kept him from falling over. His hand was positioned to look like he was waving to visitors. 

*Big Tex stood tall and smiled.*

4. By 1953, Big Tex could speak. Words that had been <u>prerecorded<u> played over speakers while the giant cowboy's mouth moved. As the words played, his mouth moved like a puppet—open, closed, open, closed. 

5. In 1997, Big Tex got a new look. His body was rebuilt with stronger materials. And by 2000, his arm could move. Big Tex waved at visitors as they entered the state fair.

*Big Tex Gets Bigger*

6. Unfortunately, in 2012 there was an accident, and Big Tex was destroyed in a fire. Although people were disappointed, a man named R. Eddy Snell realized this was a chance to make a bigger and better Big Tex. Snell's company had built a large dragon and giant cowboy boots before. Yet he knew the big cowboy would not be an easy job.

7. Snell had big ideas for the new cowboy. The new Big Tex would be taller. He would stand firmly on the ground without wires attached to hold him up. The new Big Tex's face would move and look more like a real cowboy. He would also have fingers that move and point. Overall, the new Big Tex would be more lifelike.

8. Snell's company wanted the new Big Tex to surprise people at the fair, so the company worked secretly for ten months. The workers were not allowed to tell anyone what they were building. In fact, they used a secret code for Big Tex in emails and on the phone. They called him ""fried chicken."" Drawings of the designs were also labeled ""fried chicken."" This way, the workers could keep the big cowboy a secret until he was finished.

9. Snell's workers found a new way to make Big Tex's face. A soft, light material called Styrofoam was used. It could be <u>carved<u> easily into the shape of a face. Then, thin layers of other soft materials were placed on top. This way, the mouth could move almost like a person's mouth. The workers were careful to use materials that would not burn easily. It was important to avoid another fire.

10. At last, Big Tex was finished. His steel-frame body was taken to a clothing factory. There, hundreds of yards of fabric were used to make his clothes. Big Tex was dressed in a red, white, and blue shirt, denim jeans, colorful cowboy boots, and an even bigger cowboy hat.

11. It was time to take Big Tex to his place at the fairgrounds. A large crane and several workers set him in place. He stood behind white curtains, and on September 26, 2013, the curtains were dropped. At last, everyone could see the new Big Tex.

12. Now, every fall, Big Tex greets visitors to the state fair with a smile, a nod, and a wink. He points the way to fun attractions.

13. Snell is happy with the work his team did to build Big Tex. ""I know we won't please everybody,"" Snell says, ""but I think future generations will love this Tex."" Based on the public's response, Big Tex is a big hit in Texas.""",*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.*,"*Howdy, Big Tex*",26,1. Which word in paragraph 9 best helps the reader understand the meaning of <u>carved<u>?,,,multiple_choice,F light,G shape,H face,J layers,"In 2016, Big Tex greeted visitors as they entered the Texas State Fair.",,,G,,4,77*,6,12,3.4(B) G,,,,,Yes,No,No,,"Third party trademarks Texas State Fair®, Big Tex® and Styrofoam® were used in these testing materials.",,Readiness
2019staargr3readingtest2,4,,,,27,2. With which statement about the first Big Tex would the author most likely agree?,,,multiple_choice,A He was too short.,B He talked too much.,C He was not very popular.,D He did not seem real.,,,,D,,12,8,14,66*,3.13(B) D,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,4,,,,28,3. What is the best summary of the selection?,,,multiple_choice,"F Big Tex came to the Texas State Fair in 1952. The fair president thought he would be a good symbol for the fair. In 1953 he could smile and speak, and by 2000 he could even wave at fair visitors.","G Big Tex is a very large cowboy that is not real but looks like he is. He can talk, wave, smile, and point the way for people at the fair. A man named Snell decided to build a new Big Tex for the fair.","H Anyone who goes to the Texas State Fair can describe Big Tex. Big Tex first became a symbol of the fair in 1952. He could smile, and his mouth could move so he could talk.","J A giant cowboy named Big Tex stands at the front of the Texas State Fair. He smiles, waves, and greets visitors. After the first Big Tex burned in a fire, a more lifelike Big Tex was built to take his place.",,,,J,,23,17,8,51*,3.13 Fig. 19(E),,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,4,,,,29,4. Which idea from the selection is supported by the photograph?,,,multiple_choice,A Big Tex has a special area where he stands at the fair.,B Big Tex can wink at visitors as he welcomes them.,C Big Tex can move more now than in the past.,D Big Tex has been around for more than 50 years.,,,,A,,56*,17,14,13,3.16 Fig. 19(D,,,,,Yes,No,No,,,,Supporting
2019staargr3readingtest2,4,,,,30,5. What is the most likely reason the author included paragraphs 7 through 9?,,,multiple_choice,F To explain why Snell thought another Big Tex was needed,G To describe the plan Snell and his workers followed to build a new Big Tex,H To prove that Snell's new Big Tex is better than the first one,J To compare Snell's drawings of Big Tex to the real Big Tex,,,,G,,21,50*,20,9,3.12 Fig. 19(D),,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,4,,,,31,6. Which text feature in the selection best helps the reader understand where to find details about the first Big Tex?,,,multiple_choice,A The title of the selection,B The caption for the photograph,"C The section title ""Big Tex in the Beginning""","D The section title ""Big Tex Gets Bigger""",,,,C,,10,22,55*,13,3.13(D) C,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,4,,,,32,"7. In paragraph 4, what does <u>prerecorded<u> mean?",,,multiple_choice,F Recorded in part,G Recorded next,H Recorded without,J Recorded before,,,,J,,17,13,6,63*,3.4(A) J,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,4,,,,33,8. Which sentence best shows that the makers of the new Big Tex hoped to keep a problem from happening again?,,,multiple_choice,"A _Overall, the new Big Tex would be more lifelike._ (paragraph 7)","B _In fact, they used a secret code for Big Tex in emails and on the phone._ (paragraph 8)",C _The workers were careful to use materials that would not burn easily._ (paragraph 9),D _His steel-frame body was taken to a clothing factory._ (paragraph 10),,,,C,,13,11,68*,7,3.13(B) C,,,,,Yes,No,No,,,,Readiness
2019staargr3readingtest2,4,,,,34,"9. Read the diagram.
 ""CAUSE; EFFECT Snell's workers sent emails about ""fried chicken.""
 Which sentence completes the diagram?",,,multiple_choice,F _Snell's workers got hungry from working so much._,G Snell's workers wanted to keep their work secret from others.,H Snell's workers wanted to surprise Snell.,J Snell's workers helped to plan new foods for the fair.,,"CAUSE; EFFECT Snell's workers sent emails about ""fried chicken.""",,G,,16,61*,8,15,3.13(C) G,,,,,Yes,No,No,,,BE SURE YOU HAVE RECORDED ALL OF YOUR ANSWERS ON THE ANSWER DOCUMENT.,Readiness
2019staargr4readingtest1,1,"""1. The school bus rumbled down the street. Usually Christopher enjoyed looking out the window, but today the world outside didn't seem important. Christopher felt stretched tight, like the rubber bands on his new braces.

2. When the bus stopped and his friends Rashid and Timothy climbed aboard, Christopher stood up and waved eagerly.

3. ""Christopher Ledbetter,"" the bus driver scolded. ""No standing on my bus!"" Christopher slumped into his seat as his friends sat next to him.

4. The fourth-grade picnic was scheduled for tomorrow, and Christopher's mother had said that he could go under one condition—that he didn't get into any more trouble this week.

5. ""What a terrible week!"" Christopher grumbled. ""First braces, and now I might not be able to go to the picnic.""

6. ""But today is Friday, Christopher,"" Timothy reminded him. ""You only have to stay out of trouble one more day.""

7. The bus chugged up a hill. To Christopher the turning wheels seemed to be groaning, ""One more day! One more day!""

8. ""All right!"" he burst out.

9. ""Christopher!"" called the bus driver. ""Quiet down back there!""

10. Christopher hadn't meant to yell. He never intended to get into
trouble, but it just seemed to happen.

11. Christopher explained to his friends that the week's misfortunes were not his fault. On Tuesday he had scribbled a math problem on his desk, but only because he was out of paper. On Wednesday he had dropped grape jelly on his library book, causing the pages to stick together. He had told the librarian that he was just trying to catch up on his reading during lunch, but she still said that he would have to pay to replace the book. Yesterday he had tripped on his untied shoelaces and crashed into Maria Morris. He stood up now to demonstrate to Rashid and Timothy how it had happened.

12. ""Christopher!"" the bus driver called again. ""No standing on my bus!""

13. ""I'm going to miss the picnic,"" Christopher sighed.

14. Rashid and Timothy tried to make their friend feel more hopeful.

15. ""When my mother wants my sister and me to sit still, she tells us
to take deep breaths,"" Rashid said. ""You could try that.""

16. ""Well, I can breathe,"" Christopher said. He tried to open his mouth wide, but the rubber bands stretched between his top and bottom teeth were so tight that he could open his mouth only a little.

17. The bus came to a stop in front of the elementary school.

18. Christopher stepped off the bus and walked carefully, watching
his feet so that he wouldn't trip again. He was still looking down when he entered his classroom—and stumbled right into Maria Morris.

19. ""Take a deep breath,"" Christopher reminded himself. He opened his mouth as wide as he could when BOING! One of the rubber bands flew off his braces and landed on Maria.

20. Christopher clapped one hand over his mouth. He wanted to apologize, but he was afraid to open his mouth. Who knew what might pop out? And just as he feared, Maria complained to their teacher Mr. Gregg about the rubber band, and Christopher was sent to the principal's office.

21. Christopher shuffled slowly down the hall, trying not to think about his mother's warning and the class picnic he was sure to miss. Mrs. Vander, the principal, was standing at her office window. Christopher just knew that Mrs. Vander would never believe that he had accidentally shot the rubber band.

22. ""I was hoping I wouldn't see you today, Christopher,"" Mrs. Vander said, turning just in time to see him stumble over the rug in front of her desk. ""I haven't seen you since Wednesday.""

23. ""That's only because you weren't here yesterday,"" Christopher said truthfully. ""But really, Mrs. Vander, what happened just now wasn't my fault. I accidentally—"" he pleaded.

24. He heard the other rubber band snap off from his teeth and watched it sail through the air and land on Mrs. Vander's desk.

25. Then Mrs. Vander chuckled, exposing a mouth full of metal-covered teeth.

26 Christopher stared. ""That's where you were yesterday!"" he exclaimed. ""Now you have braces, too!""

27. ""Just like yours,"" Mrs. Vander said. ""And I'm having a little trouble with the rubber bands also.""

28. Mrs. Vander agreed to help Christopher explain the situation to Maria and Mr. Gregg, insisting he ""be on your best behavior for the rest of the day.""

29. ""Yes! Definitely!"" said Christopher. ""And besides...""

30. ""Yes?"" asked Mrs. Vander and flashed a silvery smile.

31. ""I'm out of rubber bands,"" Christopher answered, flashing his own silvery smile.""",*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.*,*Two Silvery Smiles*,1,1. How can the reader tell that attending the picnic is important to Christopher?,,,multiple_choice,A He tries to be very careful when he arrives at school on Friday.,B He invites his friends to sit next to him on the bus ride to school.,C He tells the principal what happened in Mr. Gregg's class.,D He hasn't been to the principal's office this week.,,,,A,,75*,5,10,10,,,,,,Yes,No,No,,,,Readiness
2019staargr4readingtest1,1,,,,2,2. Christopher's friends most likely think that —,,,multiple_choice,F the bus driver is being unfair,G the principal will tell Christopher's mother that he can't go to the picnic,H his actions are amusing,J he can stay out of trouble long enough to be allowed to go to the picnic,,,,J,,6,12,6,76*,,,,,,Yes,No,No,,,,Readiness
2019staargr4readingtest1,1,,,,3,3. Paragraph 22 is important to the story because it shows that Christopher —,,,multiple_choice,A is hoping the principal is absent again,B has been sent to the principal's office often,C expects the principal to allow him to attend the picnic,D is willing to explain to the principal what really happened,,,,B,,9,51*,8,33,,,,,,Yes,No,No,,,,Readiness
2019staargr4readingtest1,1,,,,4,4. What is the best summary of paragraphs 7 through 10?,,,multiple_choice,F Christopher tells his friends Timothy and Rashid that he doesn't think he can go the whole day without getting into trouble.,G Christopher compares how he is feeling to how the bus chugs up the hill.,H Christopher has a problem that he shares with his friends Timothy and Rashid.,J Christopher is too loud on the school bus and gets in trouble with the driver.,,,,J,,24,13,9,53*,,,,,,Yes,No,No,,,,Readiness
2019staargr4readingtest1,1,,,,5,5. What does paragraph 11 reveal about Christopher's character?,,,multiple_choice,A He has to work hard to take care of borrowed materials.,B He doesn't take responsibility for his actions.,C He likes to joke around with his friends.,D He depends on his friends to get him out of difficult situations.,,,,B,,12,67*,4,17,,,,,,Yes,No,No,,,,Readiness
2019staargr4readingtest1,1,,,,6,6. What does the word <u>misfortunes<u> mean in paragraph 11?,,,multiple_choice,F Demanding jobs,G Difficult decisions,H Confusing messages,J Unlucky events,,,,J,,2,11,3,84*,,,,,,Yes,No,No,,,,Readiness
